product_id1,product_id2,similarity
273559020,11251951,0.8645
272392928,11251951,0.8599
275775340,11251951,0.895
275746497,11251951,0.85
25949745,11251951,0.8726
23142193,11251951,0.9445
125171841,11251951,0.8431
21465183,11251951,0.9195
21317020,11251951,0.9444
19419738,11251951,0.8389
217720396,11251951,0.8344
253188425,11251951,0.8848
273634830,11251951,0.8361
135410778,11251951,0.9056
116100380,11251951,0.8538
111978854,11251951,0.8456
276114070,11251951,0.8403
275599902,11251951,0.9062
154835064,11251951,0.8759
212142932,11251951,0.8765
276099688,276099688,1.0
276099688,276099688,1.0
276099688,276099688,1.0
217505430,276099688,0.8615
217505504,276099688,0.8609
276536922,276099688,0.8892
135284107,276099688,0.8548
276099688,276536922,0.8892
273718967,276536922,0.8535
270791102,276536922,0.8354
274191773,276536922,0.8555
251448280,276536922,0.8345
249169833,276536922,0.8587
247730209,276536922,0.8562
276146399,276536922,0.831
276536922,276536922,1.0
276536922,276536922,1.0
276536922,276536922,1.0
230203067,276536922,0.8803
212142932,276536922,0.8519
193974171,276536922,0.8927
165519983,276536922,0.8488
276099688,274378214,0.8738
275919759,274378214,0.8556
275386649,274378214,0.8907
274524050,274378214,0.8411
276246838,274378214,0.8839
271798615,274378214,0.9397
260406257,274378214,0.921
276079491,274378214,0.9118
274908645,274378214,0.9248
274378214,274378214,1.0
274378214,274378214,1.0
274378214,274378214,1.0
274065746,274378214,0.9435
271730109,274378214,0.9351
203853390,274378214,0.8509
275044287,274378214,0.9131
273359059,274378214,0.9325
271801317,274378214,0.9384
271329051,274378214,0.8377
276369646,274378214,0.8855
276257534,274378214,0.9008
275773451,274378214,0.8557
274947621,274378214,0.8367
258787119,274378214,0.9065
276257720,274378214,0.8854
257835948,274378214,0.8913
108753341,274378214,0.9012
274139836,274378214,0.8461
91191211,274378214,0.8414
214802387,274378214,0.8365
274940315,274378214,0.8554
276099688,273359059,0.8663
274524050,273359059,0.8482
271798615,273359059,0.9431
260406257,273359059,0.9274
217505430,273359059,0.8563
207883258,273359059,0.8931
274908645,273359059,0.9385
262908601,273359059,0.9094
208171115,273359059,0.9159
274378214,273359059,0.9325
274065746,273359059,0.94
271730109,273359059,0.9354
275044287,273359059,0.9339
273430216,273359059,0.8998
273359059,273359059,1.0
273359059,273359059,1.0
273359059,273359059,1.0
271801317,273359059,0.9508
258787119,273359059,0.9353
217505504,273359059,0.8561
276146399,273359059,0.8323
118103703,273359059,0.8323
135284107,273359059,0.8831
276099688,217505430,0.8615
274610468,217505430,0.9032
270791102,217505430,0.8326
217505430,217505430,1.0
217505430,217505430,1.0
217505430,217505430,1.0
249168949,217505430,0.9137
209872337,217505430,0.8633
191350420,217505430,0.8343
271329051,217505430,0.9034
249169833,217505430,0.8924
247730209,217505430,0.8408
43924153,217505430,0.8629
217505504,217505430,0.9954
181927718,217505430,0.8424
118130919,217505430,0.8619
246971535,217505430,0.8484
273634801,217505430,0.8988
8004965,217505430,0.8413
275773339,217505430,0.8471
166320772,217505430,0.8498
276104987,217505430,0.8918
276099688,217505504,0.8609
276045770,217505504,0.8796
275583780,217505504,0.8889
274019962,217505504,0.8514
273664463,217505504,0.8744
270791102,217505504,0.8362
217505430,217505504,0.9954
275543388,217505504,0.8302
209872337,217505504,0.8596
191350420,217505504,0.8347
217276360,217505504,0.8551
160450655,217505504,0.9017
271329051,217505504,0.8986
221518066,217505504,1.0
217505504,217505504,1.0
217505504,217505504,1.0
217505504,217505504,1.0
204671569,217505504,1.0
118130919,217505504,0.8654
246971535,217505504,0.8474
274165769,217505504,0.8341
273217833,217505504,0.8426
273900797,217505504,0.8704
275005995,217505504,0.8594
276099688,274908645,0.8609
271798615,274908645,0.9201
260406257,274908645,0.9121
207883258,274908645,0.8805
275966298,274908645,0.8354
274958868,274908645,0.8488
274908645,274908645,1.0
274908645,274908645,1.0
274908645,274908645,1.0
262908601,274908645,0.8989
208171115,274908645,0.8822
274378214,274908645,0.9248
274065746,274908645,0.9364
271730109,274908645,0.9162
248754839,274908645,0.8734
275044287,274908645,0.9328
273430216,274908645,0.9085
273430216,274908645,0.8712
273359059,274908645,0.9385
271801317,274908645,0.9476
258787119,274908645,0.9377
253358448,274908645,0.8513
275773339,274908645,0.8462
274793452,274908645,0.8445
276099688,274065746,0.8598
275629952,274065746,0.8994
275492145,274065746,0.9476
275386982,274065746,0.9744
274524050,274065746,0.8562
275761381,274065746,0.964
275583783,274065746,0.9619
271798615,274065746,0.9598
217505430,274065746,0.8562
276079491,274065746,0.8894
274908645,274065746,0.9364
262908601,274065746,0.8944
208171115,274065746,0.8992
274378214,274065746,0.9435
274065746,274065746,1.0
274065746,274065746,1.0
274065746,274065746,1.0
273685412,274065746,0.8989
271730109,274065746,0.9177
275044287,274065746,0.9224
273359059,274065746,0.94
271801317,274065746,0.9593
251448280,274065746,0.8851
196197701,274065746,0.8768
258787119,274065746,0.9241
217505504,274065746,0.8523
276079508,274065746,0.9088
263419899,274065746,0.8582
273406305,274065746,0.8636
188685608,274065746,0.8391
276099688,271798615,0.8566
275583780,271798615,0.8677
274059475,271798615,0.8565
274019962,271798615,0.907
273411988,271798615,0.9673
273664463,271798615,0.8734
271798615,271798615,1.0
271798615,271798615,1.0
271798615,271798615,1.0
270504848,271798615,0.8871
260406257,271798615,0.921
207883258,271798615,0.8821
274908645,271798615,0.9201
217645692,271798615,0.85
208171115,271798615,0.8875
274378214,271798615,0.9397
274065746,271798615,0.9598
271730109,271798615,0.9221
206218031,271798615,0.9125
275695395,271798615,0.846
275044287,271798615,0.9181
273430216,271798615,0.8868
273359059,271798615,0.9431
271801317,271798615,0.9477
258787119,271798615,0.9141
252884859,271798615,0.832
276146399,271798615,0.8609
118130919,271798615,0.8629
276508771,271798615,0.8374
275823665,271798615,0.9564
273834370,271798615,0.9143
73204703,271798615,0.9424
276135096,271798615,0.8726
274456060,271798615,0.9776
181256650,271798615,0.841
273662105,271798615,0.8645
1995735,271798615,0.9229
273171174,271798615,0.9611
276099688,275044287,0.8554
276045754,275044287,0.8711
276045562,275044287,0.9007
275919759,275044287,0.8632
275510579,275044287,0.8793
273411988,275044287,0.8626
276132850,275044287,0.8315
275774747,275044287,0.8661
275571990,275044287,0.8428
274904904,275044287,0.8942
271798615,275044287,0.9181
217505430,275044287,0.853
276083329,275044287,0.8599
276074109,275044287,0.8625
276039435,275044287,0.9071
276032851,275044287,0.8549
274958868,275044287,0.8688
274908645,275044287,0.9328
274908645,275044287,0.8508
270260682,275044287,0.8352
262908601,275044287,0.9035
274839974,275044287,0.8587
274378214,275044287,0.9131
274257669,275044287,0.8599
274065746,275044287,0.9224
273653444,275044287,0.8779
271730109,275044287,0.9086
248754839,275044287,0.8456
248005118,275044287,0.8627
147969070,275044287,0.8772
275044287,275044287,1.0
275044287,275044287,1.0
275044287,275044287,1.0
273359059,275044287,0.9339
271801317,275044287,0.953
271329051,275044287,0.8416
276257599,275044287,0.8393
258787119,275044287,0.9389
217505504,275044287,0.8524
191764688,275044287,0.8818
276257548,275044287,0.8346
273908911,275044287,0.836
262478106,275044287,0.8541
76480235,275044287,0.8368
272858840,275044287,0.8604
195915991,275044287,0.8322
88798139,275044287,0.8447
85118373,275044287,0.8406
58393093,275044287,0.8527
275701782,275044287,0.8451
276099688,135284107,0.8548
275588494,135284107,0.9132
275492145,135284107,0.9125
274904904,135284107,0.8472
274840015,135284107,0.892
274541336,135284107,0.8797
273668660,135284107,0.8678
273359059,135284107,0.8831
275069081,135284107,0.892
135284107,135284107,1.0
135284107,135284107,1.0
36007224,135284107,0.887
7286185,135284107,0.8634
161397226,135284107,0.8335
274875247,135284107,0.8703
19772753,135284107,0.8448
276331262,135284107,0.873
276079472,276079472,1.0
276079472,276079472,1.0
276079472,276079472,1.0
276079498,276079472,0.922
276323340,276079472,0.8321
276079491,276079472,0.9253
275775866,276079472,0.9192
271954384,276079472,0.8938
276079477,276079472,0.9018
276079463,276079472,0.9367
275774445,276079472,0.8591
275773776,276079472,0.9228
276079496,276079472,0.9889
276079479,276079472,0.9299
275774243,276079472,0.9588
275774237,276079472,0.8735
275773451,276079472,0.8618
275773410,276079472,0.8818
276079508,276079472,0.9217
276489194,276079472,0.8371
276150016,276079472,0.8486
49658272,276079472,0.8573
76480235,276079472,0.8413
124702774,276079472,0.8542
85118373,276079472,0.8306
214802387,276079472,0.8389
276079472,276079496,0.9889
275510579,276079496,0.9211
276079498,276079496,0.9141
273718967,276079496,0.8491
139632023,276079496,0.8549
275775866,276079496,0.9272
276079477,276079496,0.9162
276079463,276079496,0.9539
275773776,276079496,0.9155
262706645,276079496,0.8835
276079496,276079496,1.0
276079496,276079496,1.0
276079496,276079496,1.0
275774243,276079496,0.9676
275774237,276079496,0.8917
275773410,276079496,0.8913
258787119,276079496,0.8779
230203067,276079496,0.8454
274892435,276079496,0.8796
154835064,276079496,0.8495
276079472,275774243,0.9588
276079477,275774243,0.8851
276079463,275774243,0.9356
276079496,275774243,0.9676
275774243,275774243,1.0
275774243,275774243,1.0
275774243,275774243,1.0
275774237,275774243,0.904
21317020,275774243,0.8316
273456496,275774243,0.8885
276079472,276079463,0.9367
275510579,276079463,0.9292
118100164,276079463,0.8618
4048043,276079463,0.8499
275773755,276079463,0.8535
273990229,276079463,0.9181
274868116,276079463,0.8587
272392928,276079463,0.8389
274610380,276079463,0.9164
274257669,276079463,0.8403
276079477,276079463,0.9009
276079463,276079463,1.0
276079463,276079463,1.0
276079463,276079463,1.0
275775836,276079463,0.8317
275773924,276079463,0.922
276274790,276079463,0.8933
276079496,276079463,0.9539
275774243,276079463,0.9356
275774237,276079463,0.932
274839939,276079463,0.8832
249178196,276079463,0.8425
181927718,276079463,0.8862
276448816,276079463,0.8633
198203859,276079463,0.8448
76067387,276079463,0.8505
161007768,276079463,0.8948
173058453,276079463,0.8852
276079472,276079479,0.9299
276079498,276079479,0.9805
11251743,276079479,0.8803
276079491,276079479,0.9947
271954384,276079479,0.9279
276094665,276079479,0.9282
275774445,276079479,0.8834
272273680,276079479,0.8472
276079496,276079479,0.9174
276079479,276079479,1.0
276079479,276079479,1.0
276079479,276079479,1.0
275774243,276079479,0.8955
275773451,276079479,0.8772
125171841,276079479,0.8893
276094658,276079479,0.9279
276079508,276079479,0.9654
118130919,276079479,0.8455
276257683,276079479,0.8914
162772687,276079479,0.9162
76062253,276079479,0.8459
276079472,276079491,0.9253
276045562,276079491,0.9072
275629952,276079491,0.9614
275589968,276079491,0.9043
274415640,276079491,0.8606
4048043,276079491,0.8433
276246838,276079491,0.8764
276079498,276079491,0.9761
275583783,276079491,0.8989
276375414,276079491,0.9137
276079491,276079491,1.0
276079491,276079491,1.0
276079491,276079491,1.0
274542883,276079491,0.9049
209872337,276079491,0.8883
274378214,276079491,0.9118
274065746,276079491,0.8894
273685412,276079491,0.9614
271954384,276079491,0.9284
203853390,276079491,0.8527
276094665,276079491,0.9284
275775811,276079491,0.9009
275775340,276079491,0.8992
275774445,276079491,0.8735
273430216,276079491,0.8678
251448280,276079491,0.8932
196197701,276079491,0.9278
276369646,276079491,0.9201
276257534,276079491,0.8831
276104423,276079491,0.9027
276079496,276079491,0.9142
276079479,276079491,0.9947
275773451,276079491,0.879
275773410,276079491,0.8466
274947655,276079491,0.8451
274947621,276079491,0.8405
181927718,276079491,0.8357
72310352,276079491,0.8312
276257720,276079491,0.8717
276222547,276079491,0.9098
276094658,276079491,0.9181
276079508,276079491,0.9713
263419899,276079491,0.886
215985421,276079491,0.9296
49658272,276079491,0.9377
389145,276079491,0.8497
270503829,276079491,0.8907
257835948,276079491,0.8871
108753341,276079491,0.9117
251518027,276079491,0.8366
186364916,276079491,0.8737
274139836,276079491,0.838
242193411,276079491,0.9125
143860118,276079491,0.8611
116100380,276079491,0.8459
91191211,276079491,0.8384
58393093,276079491,0.8507
56248615,276079491,0.8832
54626520,276079491,0.8804
157215759,276079491,0.9021
274940315,276079491,0.867
261821782,276079491,0.8813
276079472,275773776,0.9228
274415640,275773776,0.9684
275773755,275773776,0.8958
273990229,275773776,0.9496
275775866,275773776,0.9866
276094665,275773776,0.9211
275773924,275773776,0.9367
275773776,275773776,1.0
275773776,275773776,1.0
275773776,275773776,1.0
276079496,275773776,0.9155
272056193,275773776,0.9492
29440849,275773776,0.9211
276094658,275773776,0.929
275917372,275773776,0.8756
191684818,275773776,0.9207
72928043,275773776,0.8502
276079472,276079498,0.922
276079498,276079498,1.0
276079498,276079498,1.0
276079498,276079498,1.0
272222033,276079498,0.8327
276079491,276079498,0.9761
271954384,276079498,0.9087
276079463,276079498,0.8998
275774445,276079498,0.8996
43924153,276079498,0.9959
276079479,276079498,0.9805
275774237,276079498,0.8546
275773451,276079498,0.8723
276079508,276079498,0.9425
275465016,276079498,0.854
276079472,276079508,0.9217
275492145,276079508,0.9135
275386982,276079508,0.9153
276079498,276079508,0.9425
275761381,276079508,0.9158
275583783,276079508,0.9108
273990229,276079508,0.9124
271128271,276079508,0.9479
270791102,276079508,0.8841
276079491,276079508,0.9713
270707514,276079508,0.8356
274065746,276079508,0.9088
271954384,276079508,0.917
276094665,276079508,0.9361
276079477,276079508,0.8563
276079463,276079508,0.8956
276046675,276079508,0.958
276079496,276079508,0.853
276079479,276079508,0.9654
275774243,276079508,0.8995
275774237,276079508,0.8454
275773451,276079508,0.8902
276094658,276079508,0.925
276079508,276079508,1.0
276079508,276079508,1.0
276079508,276079508,1.0
273406305,276079508,0.8785
135284213,276079508,0.8691
276079472,275775866,0.9192
274415640,275775866,0.95
275773755,275775866,0.9158
273990229,275775866,0.9373
273029857,275775866,0.9462
275775866,275775866,1.0
275775866,275775866,1.0
275775866,275775866,1.0
274625697,275775866,0.9492
274542808,275775866,0.9553
270260682,275775866,0.8669
276094665,275775866,0.9206
276079477,275775866,0.8707
275773924,275775866,0.9587
275773776,275775866,0.9866
276079496,275775866,0.9272
275774243,275775866,0.8974
272056193,275775866,0.9371
276094658,275775866,0.9272
273908702,275775866,0.8897
273634830,275775866,0.9546
276079472,275774445,0.8591
275583780,275774445,0.8859
163914808,275774445,0.892
275583783,275774445,0.8956
273872197,275774445,0.9279
176909016,275774445,0.8327
203853390,275774445,0.9252
160450655,275774445,0.8877
275775340,275774445,0.9181
275774445,275774445,1.0
275774445,275774445,1.0
275774445,275774445,1.0
273438724,275774445,0.8426
276314708,275774445,0.8367
276150016,275774445,0.8437
80857582,275774445,0.8647
85118373,275774445,0.8795
69238917,275774445,0.8562
198199442,275774445,0.8769
147980981,275774445,0.8908
276079472,49658272,0.8573
276045562,49658272,0.911
275386649,49658272,0.8773
275571990,49658272,0.9085
11251951,49658272,0.8804
276079491,49658272,0.9377
273559020,49658272,0.8478
274378214,49658272,0.9004
147969070,49658272,0.856
275775811,49658272,0.9011
275775340,49658272,0.8835
275044287,49658272,0.8495
274456687,49658272,0.8465
273430216,49658272,0.9175
25949745,49658272,0.8744
276257534,49658272,0.8782
276104423,49658272,0.9097
274947655,49658272,0.8837
276222547,49658272,0.9053
49658272,49658272,1.0
49658272,49658272,1.0
270503829,49658272,0.9121
257835948,49658272,0.8676
108753341,49658272,0.9357
253188425,49658272,0.857
186364916,49658272,0.8991
273634830,49658272,0.8343
111978854,49658272,0.8429
73644584,49658272,0.8621
157215759,49658272,0.9053
261821782,49658272,0.8688
276079472,124702774,0.8542
274542883,124702774,0.9084
209872337,124702774,0.8948
275775836,124702774,0.8576
276369646,124702774,0.8894
276314708,124702774,0.8635
276222547,124702774,0.8996
198203859,124702774,0.8458
263419899,124702774,0.9236
253188425,124702774,0.8789
76480235,124702774,0.8538
191604412,124702774,0.844
135410778,124702774,0.8995
124702774,124702774,1.0
124702774,124702774,1.0
116100380,124702774,0.8486
